"puntoVenta,importe,cantidad,temperatura"
"13","674071","2235","15"
"2","844262","9305","1"
"22","204026","6406","38"
"7","274520","7409","12"
"15","759724","863","-8"
"17","699634","10","21"
"11","729185","6471","10"
"20","176372","8007","39"
"4","268110","931","41"
"8","173085","2577","49"
"23","989565","3984","4"
"10","994464","6657","-6"
"17","16892","3132","-1"
"11","408880","9912","43"
"14","24957","4556","38"
"17","729044","3724","-1"
"18","50441","1046","-4"
"10","556133","9734","-8"
"2","108483","5215","2"
"6","522177","3934","24"
"2","714119","8737","17"
"5","662097","5010","40"
"14","539872","4299","40"
"15","281477","6880","-12"
"3","938437","3450","4"
"5","888587","2451","7"
"6","252261","8800","23"
"13","221591","2035","28"
"10","869982","4691","49"
"6","527556","1636","-9"
"9","415676","1564","-14"
"22","593490","7622","33"
"3","943191","6024","3"
"19","224202","7541","-12"
"5","522774","620","39"
"18","150535","8850","-1"
"4","892683","4647","-13"
"2","977299","9286","-12"
"5","365970","4011","41"
"3","924604","6530","38"
"18","355757","6977","23"
"18","268058","6581","37"
"18","461819","7840","49"
"19","282633","3476","31"
"14","263787","6842","48"
"8","313937","8179","-2"
"2","468644","9141","49"
"11","717569","8091","37"
"22","676279","3194","39"
"18","250448","621","31"
"15","440472","943","5"
"22","915363","4265","20"
"8","9312","7585","28"
"1","103983","2179","-13"
"7","857425","4700","3"
"3","463305","7250","15"
"14","365105","9221","8"
"18","240784","98","50"
"3","528477","4480","22"
"20","223142","2987","42"
"16","363221","2096","3"
"5","429444","1650","45"
"1","268533","8678","48"
"15","568624","5771","49"
"23","890025","9911","20"
"19","728853","6321","16"
"11","554412","5802","48"
"13","86592","6549","50"
"14","943512","3681","20"
"10","841706","1880","46"
"1","451273","8968","-15"
"4","402025","2146","41"
"17","168982","4859","32"
"3","97754","4924","-13"
"4","856665","5658","50"
"21","409504","8268","34"
"6","400040","4734","-15"
"19","296755","4636","24"
"19","396215","5072","27"
"17","586646","7080","-11"
"20","444670","6470","39"
"23","594902","4186","0"
"5","497488","9740","22"
"23","733619","1317","48"
"4","766700","5487","25"
"12","749958","1023","39"
"21","551348","3246","23"
"14","546406","1979","19"
"3","194266","1532","-10"
"21","196083","34","-3"
"7","231869","7697","-11"
"9","853063","7770","6"
"6","888520","497","47"
"6","40614","7840","-1"
"12","133063","8977","42"
"10","737776","6739","-6"
"9","884460","3968","24"
"7","228687","917","46"
"6","510007","4771","6"
"13","816469","8707","-7"
"6","109198","1268","1"
"22","17040","4581","23"
"11","1327","5816","12"
"5","858209","9273","19"
"15","543705","3584","-9"
"17","829904","765","-3"
"22","159233","5336","2"
"23","897846","3009","18"
"20","274947","3150","34"
"12","404729","8590","-5"
"21","482531","2550","-11"
"18","387679","618","35"
"6","865873","9359","26"
"7","429616","887","3"
"3","338516","1781","8"
"13","981985","9938","-11"
"6","504106","6796","-4"
"1","422545","1933","-4"
"8","365250","2893","22"
"12","885610","6319","50"
"1","146957","8258","-1"
"6","134996","625","40"
"11","325706","2218","-11"
"6","500986","5456","27"
"13","429809","2843","32"
"11","114039","2036","48"
"5","213089","9068","40"
"20","728287","3118","25"
"19","222462","7665","21"
"23","99411","4311","-14"
"4","409264","429","16"
"23","294989","3350","29"
"14","22842","6998","38"
"17","912364","2308","18"
"21","557276","5637","10"
"18","446887","9940","4"
"2","588787","918","13"
"7","143190","1236","25"
"13","515386","4341","38"
"5","556684","5249","10"
"21","870802","5472","-4"
"20","304335","1058","22"
"22","50081","8756","18"
"7","121950","5161","41"
"17","757199","8602","14"
"17","151980","3090","35"
"4","597348","132","12"
"8","656370","4987","47"
"15","739359","5698","23"
"17","50848","1310","-11"
"11","471955","7717","21"
"13","929169","417","-1"
"4","641035","9335","13"
"6","76899","9993","-13"
"14","783050","105","37"
"3","225349","5854","-2"
"15","920002","7308","49"
"5","130700","4258","-10"
"16","685920","4029","33"
"14","141098","4846","-4"
"15","298677","4693","31"
"12","655778","5398","48"
"11","142364","9457","4"
"20","452664","3369","9"
"9","645263","3701","18"
"18","565404","7405","16"
"19","339716","8199","44"
"6","295743","5538","44"
"3","568847","2020","-13"
"13","504114","7721","12"
"17","248223","8630","2"
"16","557981","4725","1"
"4","180001","934","21"
"10","266451","2421","35"
"7","179049","6462","33"
"8","423827","3516","-7"
"19","999358","366","3"
"8","711751","2666","43"
"23","155753","6767","41"
"12","380546","6985","27"
"8","501221","2554","25"
"14","687688","9928","50"
"19","236229","8242","26"
"3","31592","2014","-10"
"13","145210","7621","11"
"1","308320","1014","41"
"22","217195","1374","-5"
"15","888078","9607","23"
"17","790801","4693","0"
"6","207467","8388","-2"
"10","187825","7992","11"
"12","608588","3876","36"
"23","870924","9082","21"
"9","686978","4860","27"
"7","18758","147","41"
"8","778217","5269","7"
"11","789346","8194","-6"
"3","77556","6702","-1"
"11","202612","5563","39"
"1","945593","8047","7"
"12","645054","8729","35"
"11","207588","2755","3"
"18","356466","5416","13"
"13","430671","8136","36"
"1","154906","2028","20"
"13","191687","4730","35"
"7","534002","8811","9"
"9","756190","3687","50"
"21","915704","6356","40"
"1","792996","2698","-8"
"23","200794","1681","29"
"15","341985","1688","7"
"2","158626","5223","31"
"3","466223","1461","-3"
"22","322928","6589","10"
"16","338765","9316","9"
"22","494143","3460","13"
"5","899154","1286","35"
"20","488501","1376","0"
"15","210254","7653","0"
"7","203796","2726","42"
"9","563147","2376","-9"
"23","752831","8238","0"
"5","979179","8204","-10"
"14","268586","7548","44"
"15","432512","3134","-8"
"18","850683","3513","46"
"10","572157","7536","12"
"8","872655","1171","39"
"17","652398","5005","1"
"10","584020","9298","31"
"6","181688","8486","2"
"15","440502","7869","27"
"14","249748","6337","14"
"7","296592","254","16"
"11","952508","7498","45"
"17","722045","4006","45"
"13","657531","4053","-11"
"13","573132","6082","3"
"19","822354","4336","-13"
"12","399883","8428","23"
"6","551612","3023","-5"
"13","835655","8820","39"
"9","728411","3924","33"
"21","605621","3474","17"
"15","290493","2858","48"
"14","38140","6166","5"
"9","930300","4838","45"
"16","4296","9059","18"
"12","679858","7588","29"
"9","118599","1488","2"
"10","569046","3130","-9"
"19","261505","9086","19"
"10","783984","1943","29"
"2","588989","9822","-15"
"1","424034","6306","0"
"22","518553","9924","43"
"13","871721","8446","20"
"8","349566","702","47"
"7","265531","5263","33"
"9","894051","5592","39"
"5","616246","763","28"
"4","792998","2179","45"
"5","99447","2048","33"
"17","60270","8239","27"
"1","616161","9413","20"
"18","348230","7587","34"
"20","331305","2586","47"
"14","116140","4575","-11"
"20","18684","8966","7"
"15","490689","6276","44"
"4","755141","8746","-5"
"7","423854","7783","6"
"18","478433","705","7"
"9","703246","8895","-14"
"15","552884","5920","14"
"17","63905","7830","38"
"1","376227","9770","37"
"13","89420","1424","-7"
"11","326215","3677","10"
"6","957127","4665","45"
"3","275322","9926","16"
"9","969523","9728","46"
"19","996006","598","-6"
"3","80547","1384","35"
"17","175860","4532","22"
"11","498795","1950","30"
"13","790718","9936","3"
"3","307218","5911","34"
"7","498685","4631","2"
"10","576926","8204","-13"
"9","247159","2042","-13"
"2","658169","2048","33"
"17","845099","6986","15"
"3","741162","4025","16"
"5","526070","5696","-2"
"7","958761","6909","40"
"2","176088","2453","14"
"23","731133","5829","23"
"17","285998","298","-2"
"21","851542","1795","-9"
"16","37728","7890","25"
"14","260243","8459","19"
"14","334647","3269","31"
"2","528653","8584","35"
"22","750406","7088","-7"
"5","523572","5629","49"
"8","643393","1859","13"
"17","216452","2161","-8"
"19","441119","2082","23"
"14","317171","6367","-11"
"11","267831","235","33"
"19","519098","3370","48"
"7","822873","5394","21"
"12","417275","5069","-12"
"4","809205","1559","17"
"14","925299","7066","16"
"1","616131","7345","6"
"21","798100","3234","6"
"22","654610","3878","17"
"16","255654","4827","-2"
"23","490506","8288","26"
"19","771112","4802","30"
"20","564492","5478","26"
"17","340612","3550","13"
"6","760654","6141","7"
"7","465999","851","30"
"5","286137","9245","15"
"12","136781","213","47"
"19","333192","5832","27"
"2","795629","5757","26"
"21","997524","6236","7"
"8","346712","8477","46"
"1","141151","5549","4"
"3","811364","6092","-8"
"3","301395","5783","10"
"5","135622","3675","44"
"5","471217","1515","43"
"8","688209","9111","-8"
"4","758504","7996","-4"
"8","660136","4849","-12"
"20","550572","5898","24"
"20","798743","8377","22"
"14","314461","6774","8"
"11","812633","5465","-9"
"17","807781","4309","33"
"15","383350","9263","29"
"16","753863","2736","39"
"5","826694","9153","16"
"17","903000","1141","40"
"23","493635","797","36"
"12","31967","9806","28"
"15","944166","767","44"
"3","972079","8252","-13"
"13","295973","545","24"
"3","766890","8952","6"
"21","650082","9687","-9"
"20","143600","2589","13"
"16","50636","9619","14"
"17","13412","1715","43"
"2","20800","3680","41"
"19","139809","8121","30"
"11","957014","1705","24"
"7","432604","93","38"
"15","487876","5338","-5"
"15","691648","6754","39"
"21","946032","5231","-15"
"19","193148","6764","19"
"4","612360","6370","20"
"23","63890","5778","-9"
"8","994526","1685","-11"
"13","530619","2824","20"
"23","661432","448","4"
"23","829803","1369","1"
"3","267994","3907","34"
"16","460781","9946","-4"
"11","916553","7788","47"
"14","264548","2553","22"
"20","582074","631","6"
"12","250446","6723","45"
"1","974509","9167","21"
"7","131131","269","11"
"17","768582","764","-15"
"20","52240","5942","31"
"19","635258","1522","28"
"13","137763","7011","48"
"16","170364","2187","46"
"7","815385","8874","38"
"14","976691","6647","36"
"4","45896","8768","21"
"8","10601","7830","44"
"10","431294","2486","26"
"15","165560","2962","-14"
"6","351138","2310","45"
"21","125848","2941","43"
"19","16950","7488","18"
"8","400043","9892","-7"
"12","18756","7275","11"
"18","557114","5080","10"
"4","833613","480","16"
"3","354968","3508","29"
"19","687703","7376","37"
"8","640098","6648","25"
"11","327530","9759","26"
"6","538123","4614","44"
"19","653272","2885","35"
"18","129937","8904","9"
"6","512366","5930","48"
"20","415953","2741","-6"
"20","126441","8114","31"
"17","780682","8710","9"
"2","448527","5498","47"
"4","8881","3680","30"
"15","43314","5942","29"
"23","91610","5022","28"
"3","323294","451","-7"
"19","172319","3956","24"
"22","443717","4785","34"
"23","40874","3008","4"
"18","525036","2117","31"
"1","966465","9711","21"
"22","241948","2658","-15"
"8","723892","8046","48"
"21","762556","4159","19"
"23","205395","9320","19"
"18","271506","3579","48"
"1","110272","8258","-6"
"21","168453","3529","30"
"16","670813","2712","5"
"13","361191","7270","-7"
"11","302177","5853","-12"
"8","97469","9674","12"
"15","4600","5493","5"
"15","916087","3183","19"
"14","666349","8154","46"
"6","128134","4193","28"
"10","351443","4840","0"
"10","640207","6462","3"
"7","901120","4427","2"
"7","744670","1181","8"
"10","895900","1153","0"
"16","298895","7671","46"
"5","989825","2871","20"
"16","882431","397","46"
"2","528704","5577","48"
"12","488178","465","14"
"16","181218","1190","-8"
"17","147308","2191","-3"
"19","256898","4014","28"
"15","231734","4643","-14"
"5","228651","7328","10"
"21","398299","400","-3"
"6","252850","4019","8"
"18","374844","7125","-8"
"15","382902","10000","10"
"6","267420","1630","5"
"7","381234","3578","47"
"3","387414","9658","-9"
"13","384397","1974","27"
"23","20099","1059","45"
"19","862183","3097","-3"
"8","600370","2772","43"
"20","951328","1693","45"
"20","257703","9175","44"
"1","157154","5008","8"
"18","652685","9128","43"
"14","984367","534","47"
"18","635477","5014","47"
"22","397056","5368","-12"
"20","121267","8901","0"
"5","743558","9351","26"
"8","545064","7476","12"
"6","596537","2138","25"
"11","373065","9226","-1"
"8","986659","2796","-2"
"19","268883","3439","1"
"20","639023","2720","46"
"15","418641","877","6"
"4","485668","2931","17"
"13","336217","2351","17"
"15","190252","7104","19"
"2","86809","1202","-5"
"6","557083","4407","43"
"7","220171","4479","1"
"5","298408","6825","-11"
"11","117482","6188","25"
"14","802108","7415","-3"
"6","160991","6424","48"
"14","324529","6925","42"
"16","169514","6950","14"
"15","568226","5604","29"
"11","699967","6575","48"
"9","883473","3210","44"
"17","996848","1517","4"
"10","917426","5774","50"
"10","293784","480","28"
"21","770159","3105","-11"
"5","602608","599","20"
"23","693421","7511","9"
"4","728495","7784","41"
"8","23806","1784","17"
"16","625782","6542","16"
"12","165575","9185","-3"
"4","746784","4016","39"
"22","567580","7395","7"
"2","781897","4235","-11"
"3","60616","1146","-1"
"14","447484","5894","47"
"3","189715","5964","33"
"16","997863","2479","11"
"11","573878","721","4"
"14","857745","7416","41"
"8","644897","7818","34"
"16","967123","9375","26"
"18","520150","1003","-9"
"16","73612","7547","14"
"17","450409","3557","21"
"5","54107","6929","4"
"6","625141","7018","-12"
"1","799610","5313","-13"
"11","144468","9476","39"
"16","716778","9252","17"
"19","705221","1421","27"
"20","893161","875","38"
"1","570313","9380","8"
"4","494045","5389","22"
"9","687949","7978","37"
"17","673308","466","11"
"16","949372","7272","-9"
"3","111021","8601","2"
"22","280201","8004","-6"
"5","313452","7772","26"
"14","348344","7190","11"
"3","726505","6350","20"
"11","627463","6562","-13"
"8","511111","4249","-4"
"10","519715","9600","-12"
"12","223905","2216","-6"
"20","872945","4576","24"
"5","875974","9437","20"
"4","170944","1304","44"
"7","292550","9274","19"
"12","83255","8789","36"
"11","244708","1264","21"
"9","473260","8574","23"
"18","7893","1933","23"
"6","264360","3219","6"
"18","912068","157","13"
"12","812078","6597","36"
"4","369599","551","16"
"6","703067","8280","46"
"1","852422","7138","19"
"16","180071","7625","-5"
"20","419512","9056","49"
"15","676536","9839","11"
"16","287902","8399","30"
"13","275462","8495","-13"
"15","505980","2071","29"
"16","974039","3522","23"
"11","776006","7446","25"
"14","247168","4796","49"
"17","862260","9571","43"
"7","228953","2267","8"
"3","831661","6687","-2"
"7","166792","3907","47"
"6","405289","5450","23"
"11","91781","2787","21"
"7","259001","2576","6"
"15","501964","6426","8"
"15","423783","7899","48"
"5","882789","3894","-14"
"11","593643","3491","20"
"19","154390","6610","6"
"4","582024","622","-3"
"7","812184","1451","4"
"10","961114","1198","8"
"15","93094","8068","32"
"4","302485","5534","48"
"21","671700","970","3"
"11","775773","7039","17"
"15","107404","4342","46"
"5","742124","223","43"
"4","638964","7658","7"
"23","66835","9023","9"
"15","933947","9855","50"
"2","60310","826","31"
"18","965179","2940","14"
"6","497426","662","0"
"10","896892","8848","45"
"4","895480","2518","37"
"13","415925","2302","-1"
"14","368207","4329","48"
"1","818349","5780","-9"
"13","955503","799","50"
"10","372993","1255","-5"
"18","753655","1293","15"
"15","116722","5861","30"
"20","549254","2788","20"
"4","3483","6887","46"
"15","303266","8526","26"
"8","971163","7284","-15"
"2","361518","3554","18"
"6","279035","2894","7"
"6","711467","7721","37"
"20","140209","9885","19"
"5","398889","9706","19"
"5","232511","8535","22"
"20","494811","3206","29"
"19","817409","6667","-9"
"13","563438","6824","34"
"4","397329","7747","18"
"15","98838","7478","27"
"22","155103","9650","44"
"19","124788","7111","21"
"21","426183","2446","25"
"13","505234","3200","50"
"1","568826","7028","-15"
"22","121216","6631","38"
"16","11438","748","15"
"10","975922","9016","-6"
"15","95211","5985","47"
"15","239700","7471","14"
"23","396880","5509","14"
"9","444408","7129","34"
